Age,Workclass,Education,Marital_status,Occupation,Race,Sex,Hours_per_week,Native_country
0.065159476,0.01354103,0.109675093,0.160904227,0.024283232,0.001430497,0.000499022,9.47E-05,0.013625172
0.065163539,0.01354103,0.109506336,0.160907198,0.024491688,0.001408957,0.000487752,0.000221277,0.013618284
0.065212474,0.013541776,0.109419511,0.160340875,0.024925895,0.001439816,0.000483262,0.000518378,0.013761174
0.065072021,0.013651388,0.10941682,0.16072184,0.024600942,0.001374093,0.000529754,0.000501217,0.013757926
0.065097709,0.01352298,0.109607053,0.160772985,0.024445995,0.00144354,0.000506021,0.000382245,0.0137285
0.064790481,0.01376781,0.108299953,0.158313669,0.024297153,0.002212554,0.001578911,0.00122095,0.014764733
0.065293104,0.013575742,0.109321857,0.160421522,0.024973256,0.00137008,0.000507378,0.000670141,0.013661844
0.065151065,0.01354103,0.109679579,0.160908713,0.02430886,0.001402165,0.000494203,1.10E-05,0.01362821
0.065087572,0.0135343,0.109688069,0.160884323,0.024321575,0.001368339,0.000532898,5.89E-05,0.013657348
0.065140856,0.01354103,0.10967256,0.160929881,0.024325465,0.001408957,0.000487752,3.14E-05,0.013618284
0.064973345,0.013609374,0.109556202,0.16087854,0.024085254,0.001363702,0.000652144,0.000473905,0.013855715
0.065206717,0.013482424,0.109640062,0.160862106,0.024414303,0.001400373,0.000483262,0.000255407,0.013633624
0.065000341,0.013600562,0.109558867,0.16077429,0.024210827,0.001351,0.000661699,0.000216346,0.013782368
0.065182918,0.013605823,0.109353997,0.160823026,0.024526703,0.001406439,0.000495223,0.000282683,0.013730655
0.064882507,0.013753455,0.109502829,0.160696772,0.024125598,0.001377084,0.000742998,0.000352519,0.013799699
0.06488221,0.013625514,0.109687207,0.160916341,0.024051699,0.001335286,0.000668284,0.000250918,0.01377054
0.065106878,0.013490967,0.109477081,0.160834164,0.02459687,0.001427934,0.000483262,0.000311926,0.013707627
0.065140334,0.013537301,0.109671025,0.16089257,0.024368562,0.001405969,0.000483262,4.18E-05,0.013625761
0.065190252,0.013568761,0.109440854,0.160615563,0.024789946,0.001385939,0.000483262,0.000402378,0.013650207
0.065131057,0.013604058,0.109077262,0.160674693,0.025122722,0.001403643,0.000493065,0.000575311,0.013618284
0.064974649,0.013556072,0.10936662,0.160057072,0.023917973,0.001550314,0.000949527,0.001045454,0.014316536
0.065105026,0.013540034,0.109688203,0.160954137,0.024290992,0.001404173,0.0005023,5.00E-05,0.013628345
0.065121121,0.01354103,0.109670161,0.160899295,0.024308268,0.001346304,0.000544731,0.000184639,0.013643552
0.065150638,0.013508646,0.109719591,0.160916341,0.024310817,0.001407488,0.00048922,5.34E-05,0.013618284
0.065069237,0.01354103,0.109419344,0.1610015,0.024517857,0.001384415,0.000500984,0.000490949,0.013690416
0.065164451,0.013534505,0.109683677,0.160900829,0.024317979,0.00141105,0.000487117,1.24E-05,0.013625176
0.065127504,0.01354103,0.109687207,0.160929915,0.024310817,0.001400271,0.000496437,1.38E-05,0.013618284
0.065160699,0.01354103,0.109680904,0.160910038,0.024317121,0.001408957,0.000483262,1.45E-05,0.013622773
0.064727162,0.013675352,0.109444189,0.160970417,0.024072799,0.001370875,0.000715739,0.000531949,0.013909416
0.064773656,0.01362629,0.109582812,0.161035567,0.024089379,0.001352459,0.000669061,0.000338041,0.013819306
0.065130273,0.013543603,0.109708757,0.160743955,0.024483203,0.001393157,0.000503551,0.000197523,0.013618284
0.064665765,0.013584128,0.109960031,0.160916341,0.024118229,0.001361163,0.000591678,0.001578418,0.01375474
0.064861576,0.013649701,0.109624377,0.160673312,0.024109681,0.001364334,0.000725869,0.000251451,0.013868956
0.065217102,0.01357144,0.109507599,0.160761827,0.024551823,0.001395757,0.000500952,0.000161474,0.013618284
0.064873998,0.013500542,0.109948281,0.160820933,0.0241856,0.001416579,0.000535274,0.000411205,0.013783765
0.06515089,0.01354103,0.109687207,0.160917116,0.024310817,0.001408957,0.000487752,3.19E-06,0.013618284
0.065172544,0.01354103,0.109497174,0.16078588,0.024292803,0.001360307,0.000583534,0.000190122,0.013779199
0.065205518,0.01354103,0.109357526,0.160865219,0.024640498,0.001408957,0.000487752,0.00094499,0.013618284
0.065234555,0.013472326,0.109499281,0.160678693,0.024724937,0.001339814,0.000483262,0.000293287,0.013691916
0.065085241,0.013519989,0.109719716,0.160889139,0.024299233,0.00136104,0.00054293,6.82E-05,0.013649808
0.065056941,0.01348864,0.109697514,0.160787983,0.024227777,0.001364196,0.000627574,0.000217829,0.013734621
0.065001578,0.013508321,0.109663604,0.160859093,0.024284574,0.001363789,0.000571363,0.000174039,0.013780088
0.065366558,0.013562657,0.10908072,0.160504015,0.024957614,0.001391638,0.000483262,0.000537097,0.01377832
0.06515329,0.013538718,0.109665419,0.160893021,0.024359345,0.001408957,0.000487752,2.98E-05,0.013618284
0.065136254,0.01354103,0.109687207,0.160916341,0.024304243,0.001387883,0.000515399,0.000144116,0.013618284
0.065203803,0.013503741,0.109675089,0.160866934,0.024360224,0.001408957,0.000487752,9.63E-05,0.013618284
0.06515221,0.013547687,0.109619829,0.160856076,0.024399796,0.00140405,0.000487119,6.54E-05,0.013658017
0.065088187,0.013590884,0.109703561,0.160535159,0.024691999,0.001408957,0.000487752,0.000463169,0.013618284
0.065078847,0.013581232,0.109683077,0.160941793,0.024288532,0.001417546,0.000496499,5.14E-05,0.013637258
0.065157539,0.013551603,0.109673491,0.160902625,0.024324533,0.001408957,0.000483262,4.50E-05,0.013622773
0.065082087,0.013598255,0.109558025,0.160931425,0.024439999,0.001391237,0.000483262,0.000267899,0.013640493
0.065148057,0.013532471,0.109702105,0.160815663,0.024396665,0.001422657,0.000483262,0.000119565,0.013623903
0.065193587,0.013606902,0.109445077,0.160619468,0.024579484,0.001405813,0.000508065,0.000395218,0.013766388
