Age,Workclass,Education,Marital_status,Occupation,Race,Sex,Hours_per_week,Native_country
0.06796337,0.01458709,0.105387354,0.001652173,0.048265337,0.002378527,0.025626213,0.012806161,0.013131211
0.068092484,0.014426735,0.105931775,0.002022772,0.048608509,0.002455913,0.025673057,0.012874982,0.012845514
0.067535241,0.014767876,0.105266004,0.001802921,0.048172505,0.002262751,0.025603678,0.012957193,0.013332672
0.068078684,0.01458709,0.105533459,0.002229563,0.048242426,0.002280918,0.025637802,0.012649131,0.013251066
0.068272559,0.014528769,0.105593898,0.001689323,0.048443292,0.002436942,0.025797869,0.012874982,0.012845514
0.068230871,0.01458709,0.105533459,0.002014382,0.048345169,0.002414535,0.025581143,0.012874982,0.012845514
0.068016676,0.014435043,0.105868935,0.001313029,0.048203742,0.002280918,0.025480123,0.01280681,0.013289751
0.068336311,0.014512863,0.105533459,0.002232904,0.048042207,0.00233525,0.025742572,0.012544361,0.013396953
0.068585635,0.01458709,0.105533459,0.000785523,0.048345169,0.002414535,0.025581143,0.012874982,0.012845514
0.068281147,0.01463126,0.105667109,0.00078201,0.048379034,0.002414535,0.025581143,0.012874982,0.012845514
0.068594904,0.01458709,0.105533459,0.001426144,0.048345169,0.002414535,0.025581143,0.012874982,0.012845514
0.067665925,0.01458709,0.105533459,0.002972556,0.048168822,0.002305917,0.025422363,0.01286457,0.013299672
0.068223017,0.01458709,0.105533459,0.000701009,0.048281352,0.002401551,0.025657944,0.012803564,0.012916932
0.068324476,0.014621018,0.105297704,0.001412753,0.048684304,0.002478277,0.025581143,0.012874982,0.012845514
0.067622226,0.01458709,0.105533459,0.001356553,0.04820108,0.002280918,0.025510652,0.012776281,0.013292412
0.068159937,0.01458709,0.105533459,0.0026855,0.048345169,0.002414535,0.025581143,0.012839818,0.012880678
0.068891346,0.01458709,0.105533459,0.002226102,0.048345169,0.002414535,0.025581143,0.012874982,0.012845514
0.068210036,0.01458709,0.105420885,0.001047962,0.048091297,0.002537517,0.025578763,0.01299518,0.01297116
0.068519141,0.014628311,0.105369695,0.00105655,0.048468385,0.002415008,0.025621219,0.012874982,0.012845514
0.068190467,0.01458709,0.105533459,0.000960066,0.04823815,0.002480658,0.025609508,0.012702592,0.013030436
0.068812005,0.01458709,0.105533459,0.001626833,0.048345169,0.002414535,0.025581143,0.012874982,0.012845514
0.068120782,0.01458709,0.105313633,0.002324965,0.048290717,0.002279544,0.025918915,0.012805873,0.012986119
0.068266527,0.014582647,0.105533459,0.000751705,0.048345169,0.002414535,0.025405192,0.012930684,0.012965763
